id,bodypart,equipment,gifUrl,name,target
3168,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3168.gif',bodyweight squatting row,upper back
3167,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3167.gif',bodyweight squatting row (with towel),upper back
1373,lower legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1373.gif',bodyweight standing calf raise,calves
3156,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3156.gif',bodyweight standing close-grip one arm row,upper back
3158,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3158.gif',bodyweight standing close-grip row,upper back
3162,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3162.gif',bodyweight standing one arm row,upper back
3161,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3161.gif',bodyweight standing one arm row (with towel),upper back
3166,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3166.gif',bodyweight standing row,upper back
3165,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3165.gif',bodyweight standing row (with towel),upper back
0138,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0138.gif',bottoms-up,abs
1374,lower legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1374.gif',box jump down with one leg stabilization,calves
2466,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/2466.gif',bridge - mountain climber (cross body),abs
1160,cardio,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1160.gif',burpee,cardiovascular system
0870,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0870.gif',butt-ups,abs
1494,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1494.gif',butterfly yoga pose,adductors
0148,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0148.gif',cable alternate shoulder press,delts
0149,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0149.gif',cable alternate triceps extension,triceps
3235,upper legs,cable,'http://d205bpvrqc9yn1.cloudfront.net/3235.gif',cable assisted inverse leg curl,hamstrings
0150,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0150.gif',cable bar lateral pulldown,lats
0151,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/0151.gif',cable bench press,pectorals
1630,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1630.gif',cable close grip curl,biceps
1631,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1631.gif',cable concentration curl,biceps
0152,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0152.gif',cable concentration extension (on knee),triceps
0153,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0153.gif',cable cross-over lateral pulldown,lats
0154,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0154.gif',cable cross-over revers fly,delts
0155,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/0155.gif',cable cross-over variation,pectorals
0868,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0868.gif',cable curl,biceps
0157,upper legs,cable,'http://d205bpvrqc9yn1.cloudfront.net/0157.gif',cable deadlift,glutes
0158,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/0158.gif',cable decline fly,pectorals
1260,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/1260.gif',cable decline one arm press,pectorals
1261,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/1261.gif',cable decline press,pectorals
0159,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0159.gif',cable decline seated wide-grip row,upper back
1632,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1632.gif',cable drag curl,biceps
0160,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0160.gif',cable floor seated wide-grip row,upper back
0161,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0161.gif',cable forward raise,delts
0162,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0162.gif',cable front raise,delts
0164,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0164.gif',cable front shoulder raise,delts
0165,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0165.gif',cable hammer curl (with rope),biceps
1722,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1722.gif',cable high pulley overhead tricep extension,triceps
0167,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0167.gif',cable high row (kneeling),upper back
0168,upper legs,cable,'http://d205bpvrqc9yn1.cloudfront.net/0168.gif',cable hip adduction,adductors
0169,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/0169.gif',cable incline bench press,pectorals
1318,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/1318.gif',cable incline bench row,upper back
0171,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/0171.gif',cable incline fly,pectorals
0170,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/0170.gif',cable incline fly (on stability ball),pectorals
0172,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0172.gif',cable incline pushdown,lats
0173,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0173.gif',cable incline triceps extension,triceps
0174,waist,cable,'http://d205bpvrqc9yn1.cloudfront.net/0174.gif',cable judo flip,abs
0860,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0860.gif',cable kickback,triceps
0175,waist,cable,'http://d205bpvrqc9yn1.cloudfront.net/0175.gif',cable kneeling crunch,abs
3697,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/3697.gif',cable kneeling rear delt row (with rope) (male),delts
0176,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0176.gif',cable kneeling triceps extension,triceps
2330,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/2330.gif',cable lat pulldown full range of motion,lats
0177,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0177.gif',cable lateral pulldown (with rope attachment),lats
2616,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/2616.gif',cable lateral pulldown with v-bar,lats
0178,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0178.gif',cable lateral raise,delts
0179,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/0179.gif',cable low fly,pectorals
0180,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0180.gif',cable low seated row,upper back
1634,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1634.gif',cable lying bicep curl,biceps
0182,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0182.gif',cable lying close-grip curl,biceps
0184,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0184.gif',cable lying extension pullover (with rope attachment),lats
0185,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/0185.gif',cable lying fly,pectorals
0186,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0186.gif',cable lying triceps extension v. 2,triceps
0188,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/0188.gif',cable middle fly,pectorals
0189,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0189.gif',cable one arm bent over row,upper back
0190,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0190.gif',cable one arm curl,biceps
1262,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/1262.gif',cable one arm decline chest fly,pectorals
1263,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/1263.gif',cable one arm fly on exercise ball,pectorals
1264,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/1264.gif',cable one arm incline fly on exercise ball,pectorals
1265,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/1265.gif',cable one arm incline press,pectorals
1266,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/1266.gif',cable one arm incline press on exercise ball,pectorals
0191,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/0191.gif',cable one arm lateral bent-over,pectorals
0192,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0192.gif',cable one arm lateral raise,delts
1633,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1633.gif',cable one arm preacher curl,biceps
1267,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/1267.gif',cable one arm press on exercise ball,pectorals
3563,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/3563.gif',cable one arm pulldown,lats
1635,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1635.gif',cable one arm reverse preacher curl,biceps
0193,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0193.gif',cable one arm straight back high row (kneeling),upper back
1723,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1723.gif',cable one arm tricep pushdown,triceps
1636,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1636.gif',cable overhead curl,biceps
1637,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1637.gif',cable overhead curl on exercise ball,biceps
0194,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0194.gif',cable overhead triceps extension (rope attachment),triceps
1319,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/1319.gif',cable palm rotational row,upper back
0195,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0195.gif',cable preacher curl,biceps
1268,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/1268.gif',cable press on exercise ball,pectorals
0196,upper legs,cable,'http://d205bpvrqc9yn1.cloudfront.net/0196.gif',cable pull through (with rope),glutes
0198,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0198.gif',cable pulldown,lats
0197,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0197.gif',cable pulldown (pro lat bar),lats
1638,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1638.gif',cable pulldown bicep curl,biceps
0201,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0201.gif',cable pushdown,triceps
0199,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0199.gif',cable pushdown (straight arm) v. 2,lats
0200,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0200.gif',cable pushdown (with rope attachment),triceps
0202,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0202.gif',cable rear delt row (stirrups),delts
0203,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0203.gif',cable rear delt row (with rope),delts
0204,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0204.gif',cable rear drive,triceps
0205,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0205.gif',cable rear pulldown,lats
0873,waist,cable,'http://d205bpvrqc9yn1.cloudfront.net/0873.gif',cable reverse crunch,abs
0206,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0206.gif',cable reverse curl,biceps
2406,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/2406.gif',cable reverse grip triceps pushdown (sz-bar) (with arm blaster),triceps
1413,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1413.gif',cable reverse one arm curl,biceps
0209,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0209.gif',cable reverse preacher curl,biceps
0210,lower arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0210.gif',cable reverse wrist curl,forearms
0207,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0207.gif',cable reverse-grip pushdown,triceps
0208,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0208.gif',cable reverse-grip straight back seated high row,upper back
1320,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/1320.gif',cable rope crossover seated row,upper back
1321,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/1321.gif',cable rope elevated seated row,upper back
1322,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/1322.gif',cable rope extension incline bench row,upper back
1639,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1639.gif',cable rope hammer preacher curl,biceps
1724,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1724.gif',cable rope high pulley overhead tricep extension,triceps
1725,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1725.gif',cable rope incline tricep extension,triceps
1726,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1726.gif',cable rope lying on floor tricep extension,triceps
1640,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1640.gif',cable rope one arm hammer preacher curl,biceps
1323,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/1323.gif',cable rope seated row,upper back
0211,waist,cable,'http://d205bpvrqc9yn1.cloudfront.net/0211.gif',cable russian twists (on stability ball),abs
2144,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/2144.gif',cable seated chest press,pectorals
0212,waist,cable,'http://d205bpvrqc9yn1.cloudfront.net/0212.gif',cable seated crunch,abs
1641,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1641.gif',cable seated curl,biceps
0213,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0213.gif',cable seated high row (v-bar),lats
0214,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0214.gif',cable seated one arm alternate row,upper back
1642,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1642.gif',cable seated one arm concentration curl,biceps
1643,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1643.gif',cable seated overhead curl,biceps
0215,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0215.gif',cable seated rear lateral raise,delts
0861,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0861.gif',cable seated row,upper back
0216,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0216.gif',cable seated shoulder internal rotation,delts
2399,waist,cable,'http://d205bpvrqc9yn1.cloudfront.net/2399.gif',cable seated twist,abs
0218,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0218.gif',cable seated wide-grip row,upper back
0219,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0219.gif',cable shoulder press,delts
0220,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0220.gif',cable shrug,traps
0222,waist,cable,'http://d205bpvrqc9yn1.cloudfront.net/0222.gif',cable side bend,abs
0221,waist,cable,'http://d205bpvrqc9yn1.cloudfront.net/0221.gif',cable side bend crunch (bosu ball),abs
0223,waist,cable,'http://d205bpvrqc9yn1.cloudfront.net/0223.gif',cable side crunch,abs
1717,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/1717.gif',cable squat row (with rope attachment),lats
1644,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1644.gif',cable squatting curl,biceps
0224,lower arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0224.gif',cable standing back wrist curl,forearms
1375,lower legs,cable,'http://d205bpvrqc9yn1.cloudfront.net/1375.gif',cable standing calf raise,calves
0225,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0225.gif',cable standing cross-over high reverse fly,delts
0226,waist,cable,'http://d205bpvrqc9yn1.cloudfront.net/0226.gif',cable standing crunch,abs
0874,waist,cable,'http://d205bpvrqc9yn1.cloudfront.net/0874.gif',cable standing crunch (with rope attachment),abs
0227,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/0227.gif',cable standing fly,pectorals
0228,upper legs,cable,'http://d205bpvrqc9yn1.cloudfront.net/0228.gif',cable standing hip extension,glutes
0229,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0229.gif',cable standing inner curl,biceps
0230,waist,cable,'http://d205bpvrqc9yn1.cloudfront.net/0230.gif',cable standing lift,abs
0231,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0231.gif',cable standing one arm triceps extension,triceps
1376,lower legs,cable,'http://d205bpvrqc9yn1.cloudfront.net/1376.gif',cable standing one leg calf raise,calves
0232,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0232.gif',cable standing pulldown (with rope),biceps
0233,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0233.gif',cable standing rear delt row (with rope),delts
1727,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1727.gif',cable standing reverse grip one arm overhead tricep extension,triceps
0234,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0234.gif',cable standing row (v-bar),upper back
0235,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0235.gif',cable standing shoulder external rotation,delts
0236,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0236.gif',cable standing twist row (v-bar),upper back
1269,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/1269.gif',cable standing up straight crossovers,pectorals
0238,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0238.gif',cable straight arm pulldown,lats
0237,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0237.gif',cable straight arm pulldown (with rope),lats
0239,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0239.gif',cable straight back seated row,upper back
0240,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0240.gif',cable supine reverse fly,delts
2464,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/2464.gif',cable thibaudeau kayak row,lats
0241,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0241.gif',cable triceps pushdown (v-bar),triceps
2405,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/2405.gif',cable triceps pushdown (v-bar) (with arm blaster),triceps
0242,waist,cable,'http://d205bpvrqc9yn1.cloudfront.net/0242.gif',cable tuck reverse crunch,abs
0243,waist,cable,'http://d205bpvrqc9yn1.cloudfront.net/0243.gif',cable twist,abs
0862,waist,cable,'http://d205bpvrqc9yn1.cloudfront.net/0862.gif',cable twist (up-down),abs
0244,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0244.gif',cable twisting pull,lats
1645,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1645.gif',cable two arm curl on incline bench,biceps
1728,upper arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/1728.gif',cable two arm tricep kickback,triceps
0245,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/0245.gif',cable underhand pulldown,lats
1270,chest,cable,'http://d205bpvrqc9yn1.cloudfront.net/1270.gif',cable upper chest crossovers,pectorals
1324,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/1324.gif',cable upper row,upper back
0246,shoulders,cable,'http://d205bpvrqc9yn1.cloudfront.net/0246.gif',cable upright row,delts
1325,back,cable,'http://d205bpvrqc9yn1.cloudfront.net/1325.gif',cable wide grip rear pulldown behind neck,lats
0247,lower arms,cable,'http://d205bpvrqc9yn1.cloudfront.net/0247.gif',cable wrist curl,forearms
1407,lower legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1407.gif',calf push stretch with hands against wall,calves
1377,lower legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1377.gif',calf stretch with hands against wall,calves
1378,lower legs,rope,'http://d205bpvrqc9yn1.cloudfront.net/1378.gif',calf stretch with rope,calves
0248,back,barbell,'http://d205bpvrqc9yn1.cloudfront.net/0248.gif',cambered bar lying row,upper back
2963,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/2963.gif',captains chair straight leg raise,abs
1548,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1548.gif',chair leg extended stretch,quads
1271,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1271.gif',chest and front of shoulder stretch,pectorals
0251,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0251.gif',chest dip,pectorals
1430,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1430.gif',chest dip (on dip-pull-up cage),pectorals
2462,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/2462.gif',chest dip on straight bar,pectorals
1272,chest,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/1272.gif',chest stretch with exercise ball,pectorals
3216,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3216.gif',chest tap push-up (male),pectorals
1326,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1326.gif',chin-up,lats
0253,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0253.gif',chin-ups (narrow parallel grip),upper back
0257,lower legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0257.gif',circles knee stretch,calves
1273,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1273.gif',clap push up,pectorals
0258,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0258.gif',clock push-up,pectorals
1327,back,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1327.gif',close grip chin-up,lats
0259,upper arms,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0259.gif',close-grip push-up,triceps
2398,upper arms,body weight,'http://d205bpvrqc9yn1.cloudfront.net/2398.gif',close-grip push-up (on knees),triceps
0260,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0260.gif',cocoons,abs
1468,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1468.gif',crab twist toe touch,abs
0262,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0262.gif',cross body crunch,abs
0267,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0267.gif',crunch (hands overhead),abs
0271,waist,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/0271.gif',crunch (on stability ball),abs
0272,waist,stability ball,'http://d205bpvrqc9yn1.cloudfront.net/0272.gif',crunch (on stability ball, arms straight),abs
0274,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0274.gif',crunch floor,abs
3016,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3016.gif',curl-up,abs
3769,upper legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/3769.gif',curtsey squat,glutes
2331,cardio,leverage machine,'http://d205bpvrqc9yn1.cloudfront.net/2331.gif',cycle cross trainer,cardiovascular system
0276,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0276.gif',dead bug,abs
0277,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0277.gif',decline crunch,abs
0279,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0279.gif',decline push-up,pectorals
0282,waist,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0282.gif',decline sit-up,abs
1274,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1274.gif',deep push up,pectorals
0283,upper arms,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0283.gif',diamond push-up,triceps
0284,lower legs,body weight,'http://d205bpvrqc9yn1.cloudfront.net/0284.gif',donkey calf raise,calves
1275,chest,body weight,'http://d205bpvrqc9yn1.cloudfront.net/1275.gif',drop push up,pectorals
0285,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0285.gif',dumbbell alternate biceps curl,biceps
2403,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2403.gif',dumbbell alternate biceps curl (with arm blaster),biceps
1646,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1646.gif',dumbbell alternate hammer preacher curl,biceps
1647,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1647.gif',dumbbell alternate preacher curl,biceps
1648,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1648.gif',dumbbell alternate seated hammer curl,biceps
0286,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0286.gif',dumbbell alternate side press,delts
1649,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1649.gif',dumbbell alternating bicep curl with leg raised on exercise ball,biceps
1650,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1650.gif',dumbbell alternating seated bicep curl on exercise ball,biceps
2137,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2137.gif',dumbbell arnold press,delts
0287,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0287.gif',dumbbell arnold press v. 2,delts
0288,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0288.gif',dumbbell around pullover,pectorals
0289,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0289.gif',dumbbell bench press,pectorals
0290,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0290.gif',dumbbell bench seated press,delts
0291,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0291.gif',dumbbell bench squat,glutes
0293,back,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0293.gif',dumbbell bent over row,upper back
1651,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1651.gif',dumbbell bicep curl lunge with bowling motion,biceps
1652,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1652.gif',dumbbell bicep curl on exercise ball with leg raised,biceps
1653,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1653.gif',dumbbell bicep curl with stork stance,biceps
0294,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0294.gif',dumbbell biceps curl,biceps
2401,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2401.gif',dumbbell biceps curl (with arm blaster),biceps
1654,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1654.gif',dumbbell biceps curl reverse,biceps
1655,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1655.gif',dumbbell biceps curl squat,biceps
1656,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1656.gif',dumbbell biceps curl v sit on bosu ball,biceps
1201,cardio,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1201.gif',dumbbell burpee,cardiovascular system
0295,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0295.gif',dumbbell clean,glutes
1731,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1731.gif',dumbbell close grip press,triceps
0296,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0296.gif',dumbbell close-grip press,triceps
0297,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0297.gif',dumbbell concentration curl,biceps
3635,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/3635.gif',dumbbell contralateral forward lunge,glutes
0298,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0298.gif',dumbbell cross body hammer curl,biceps
1657,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1657.gif',dumbbell cross body hammer curl v. 2,biceps
0299,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0299.gif',dumbbell cuban press,delts
2136,shoulders,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/2136.gif',dumbbell cuban press v. 2,delts
0300,upper legs,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0300.gif',dumbbell deadlift,glutes
0301,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0301.gif',dumbbell decline bench press,pectorals
0302,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0302.gif',dumbbell decline fly,pectorals
0303,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0303.gif',dumbbell decline hammer press,pectorals
1276,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1276.gif',dumbbell decline one arm fly,pectorals
1617,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/1617.gif',dumbbell decline one arm hammer press,triceps
0305,back,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0305.gif',dumbbell decline shrug,traps
0304,back,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0304.gif',dumbbell decline shrug v. 2,traps
0306,upper arms,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0306.gif',dumbbell decline triceps extension,triceps
0307,chest,dumbbell,'http://d205bpvrqc9yn1.cloudfront.net/0307.gif',dumbbell decline twist fly,pectorals
